Geo Point,PrimarySiteFunctionalLocation,Primary,PrimaryAlias,PrimarySubstationName,FirmCapacitySummer,FirmCapacityWinter,DemandHeadroom,DemandRAG,SeasonOfConstraint
"52.05700496983543, 0.4306422303161166",EPN-S0000000H1036,B19 HAVERHILL PRIMARY,0H1036,Haverhill Primary 11kV,16.6,22.1,-19.28%,Red (More than 5% overloaded),Summer
"52.137053603673564, 1.4523931423938405",EPN-S0000000H1040,D41 BENTWATERS PRIMARY,0H1040,Bentwaters Primary 11kV,17.3,23.0,57.8%,Green (Over 5% headroom),Summer
"52.30639540723338, 1.1670606924358768",EPN-S0000000H1043,B13 EYE PRIMARY,0H1043,Eye Primary 11kV,14.0,14.6,-0.71%,Yellow (Between 5% overloaded and 5% headroom),Summer
"52.487250115765804, 0.5065512634034042",EPN-S0000000H1044,B36 FELTWELL PRIMARY,0H1044,Feltwell Primary 11kV,3.1,4.4,-25.81%,Red (More than 5% overloaded),Summer
"52.237676943083564, 0.5823570959383307",EPN-S0000000H1057,B02 BARROW PRIMARY,0H1057,Barrow Primary 11kV,7.2,9.6,28.12%,Green (Over 5% headroom),Winter
"52.284999868376104, 0.4918075013211794",EPN-S0000000H1063,B33 KENNETT PRIMARY,0H1063,Kennett Primary 11kV,16.6,22.1,46.99%,Green (Over 5% headroom),Summer
"51.989021424132865, 1.3302516908520425",EPN-S0000000H1065,D28 LANGLEY AV PRIMARY,0H1065,Langley Av Primary 11kV,16.6,22.1,28.05%,Green (Over 5% headroom),Winter
"52.12125363783115, 0.47220155951823334",EPN-S0000000H1067,B63 WRATTING PRIMARY,0H1067,Wratting Primary 11kV,9.6,12.5,14.58%,Green (Over 5% headroom),Summer
"52.25502496100315, 1.038361815122519",EPN-S0000000H1069,B08 COTTON PRIMARY,0H1069,Cotton Primary 11kV,7.2,9.6,47.92%,Green (Over 5% headroom),Winter
"52.20750714284862, 1.1890750760324535",EPN-S0000000H1070,B09 DEBENHAM PRIMARY,0H1070,Debenham Primary 11kV,11.5,14.4,58.33%,Green (Over 5% headroom),Winter
"51.912439502516534, 0.8235574344946338",EPN-S0000000H3005,J40 LEXDEN PRIMARY,0H3005,Lexden Primary 11kV,17.3,23.0,37.57%,Green (Over 5% headroom),Summer
"51.660253831261485, 0.5027174876802976",EPN-S0000000H3012,A53 WEST HANNINGFIELD PRI,0H3012,West Hanningfield Pri 11kV,14.6,14.6,49.32%,Green (Over 5% headroom),Winter
"51.87315004811218, 0.6919850711384569",EPN-S0000000H3017,A20 COGGESHALL PRIMARY,0H3017,Coggeshall Primary 11kV,11.0,14.4,44.55%,Green (Over 5% headroom),Summer
"51.95646268264397, 0.6447607900346201",EPN-S0000000H3019,A30 HALSTEAD PRIMARY,0H3019,Halstead Primary 11kV,18.3,18.3,2.19%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.79428516932675, 0.8951723694842365",EPN-S0000000H3021,J47 PELDON PRIMARY,0H3021,Peldon Primary 11kV,10.6,14.4,26.42%,Green (Over 5% headroom),Summer
"51.78600269762579, 0.2776801544458711",EPN-S0000000H3023,A56 WHITE RODING PRIMARY,0H3023,White Roding Primary 11kV,8.2,8.4,30.95%,Green (Over 5% headroom),Winter
"51.70721486263819, 0.48541206651819263",EPN-S0000000H3029,A44 SOUTH CHELMSFORD PRIMARY,0H3029,South Chelmsford Primary 11kV,15.6,19.3,26.42%,Green (Over 5% headroom),Winter
"51.657498320777606, 0.6227689957299778",EPN-S0000000H3030,A47 SOUTH WOODHAM PRIMARY,0H3030,South Woodham Primary 11kV,17.3,23.0,26.96%,Green (Over 5% headroom),Winter
"51.92641497472854, 0.9058940555550726",EPN-S0000000H3039,J62 SEVERALLS PRIMARY,0H3039,Severalls Ln Primary 11kV,17.3,23.1,43.29%,Green (Over 5% headroom),Winter
"51.78102526730138, 0.6437651212423019",EPN-S0000000H3040,A73 SOUTH WITHAM PRIMARY,0H3040,South Witham Primary 11kV,17.3,23.0,46.82%,Green (Over 5% headroom),Summer
"51.968521919380656, 1.046707588332487",EPN-S0000000H3043,J44 BRANTHAM PRIMARY,0H3043,Brantham Primary 11kV,14.4,17.3,73.41%,Green (Over 5% headroom),Winter
"51.798972699377465, 0.7652662249831326",EPN-S0000000H3052,J46 TIPTREE PRIMARY,0H3052,Tiptree Primary 11kV,9.6,12.5,-1.04%,Yellow (Between 5% overloaded and 5% headroom),Summer
"51.84899364589805, 0.4958734381557965",EPN-S0000000H3053,A70 WEST BRAINTREE PRIMARY,0H3053,West Braintree Primary 11kV,17.3,23.0,40.43%,Green (Over 5% headroom),Winter
"51.716374570430276, 0.4523175784243241",EPN-S0000000H3056,A42 WRITTLE ST PRIMARY,0H3056,Writtle St Primary 11kV,17.3,22.9,32.95%,Green (Over 5% headroom),Summer
"51.81838146686998, 1.0794068408536157",EPN-S0000000H3059,J54 CHISBON HEATH PRIMARY,0H3059,Chisbon Heath Primary 11kV,9.6,11.5,17.39%,Green (Over 5% headroom),Winter
"51.851867919815135, 1.2479117929547427",EPN-S0000000H3061,J51 FRINTON PRIMARY,0H3061,Frinton Primary 11kV,11.0,14.4,26.36%,Green (Over 5% headroom),Summer
"51.96870109307899, 0.48009713817192495",EPN-S0000000H3065,A54 WETHERSFIELD PRIMARY,0H3065,Wethersfield Primary 11kV,9.6,12.5,33.33%,Green (Over 5% headroom),Summer
"51.85885131721497, 0.5906451406235884",EPN-S0000000H3069,A36 LAKE & ELLIOT PRIMARY,0H3069,Lake & Elliot Primary 11kV,9.6,12.5,26.04%,Green (Over 5% headroom),Summer
"52.23076524477333, 0.13044166069130175",EPN-S0000000H4001,E76 ARBURY PRIMARY,0H4001,Arbury Grid 11kV,24.7,36.6,65.99%,Green (Over 5% headroom),Summer
"52.07461360322866, -0.07311829634987509",EPN-S0000000H4002,E17 BASSINGBOURN PRIMARY,0H4002,Bassingbourn Primary 11kV,11.0,14.4,41.82%,Green (Over 5% headroom),Summer
"52.39602696718246, 0.2673843834155866",EPN-S0000000H4007,E02 ELY PRIMARY,0H4007,Ely Primary 11kV,28.8,36.6,39.24%,Green (Over 5% headroom),Summer
"52.20740483126309, 0.11995709631098213",EPN-S0000000H4015,E06 THOMPSONS LN PRIMARY,0H4015,Thompsons Ln Primary 11kV,24.7,36.6,57.49%,Green (Over 5% headroom),Summer
"52.28453271990944, 0.4167807573892604",EPN-S0000000H4028,E66 EXNING PRIMARY,0H4028,Exning Primary 11kV,11.0,14.4,1.82%,Yellow (Between 5% overloaded and 5% headroom),Summer
"52.09721780142381, -0.4236361266452104",EPN-S0000000H4040,B46 HARROWDEN PRIMARY,0H4040,Harrowden Primary 11kV,27.6,36.6,55.07%,Green (Over 5% headroom),Summer
"52.46694228520612, 0.31971621255403593",EPN-S0000000H4042,E03 LITTLEPORT PRIMARY,0H4042,Littleport Primary 11kV,11.5,14.4,34.03%,Green (Over 5% headroom),Winter
"52.27100455340166, 0.013998941941106723",EPN-S0000000H4043,E04 LONGSTANTON PRIMARY,0H4043,Longstanton Primary 11kV,13.8,15.1,21.19%,Green (Over 5% headroom),Winter
"52.07744145561214, 0.015378461635307804",EPN-S0000000H4044,E70 MELBOURN PRIMARY,0H4044,Melbourn Primary 11kV,4.0,5.5,0%,Yellow (Between 5% overloaded and 5% headroom),Summer
"52.196306980713466, 0.05477317728517546",EPN-S0000000H4054,E11 STOREYS WAY PRIMARY,0H4054,Storeys Way Primary 11kV,16.6,22.1,33.73%,Green (Over 5% headroom),Summer
"52.03233251195014, -0.6093989928257163",EPN-S0000000H4061,B52 BROGBOROUGH PRIMARY,0H4061,Brogborough Primary 11kV,14.4,17.3,6.36%,Green (Over 5% headroom),Winter
"52.26060371454765, 0.11739112473981211",EPN-S0000000H4066,E05 HISTON PRIMARY,0H4066,Histon Primary 11kV,15.9,22.1,22.64%,Green (Over 5% headroom),Summer
"52.12588462787751, -0.5619519939271636",EPN-S0000000H4074,B42 AUSTIN CANONS PRIMARY,0H4074,Austin Canons Primary 11kV,19.2,21.9,4.57%,Yellow (Between 5% overloaded and 5% headroom),Winter
"52.147535343170816, -0.5459681268360663",EPN-S0000000H4077,B47 PREBEND ST PRIMARY,0H4077,Prebend St Primary 11kV,34.6,44.0,38.15%,Green (Over 5% headroom),Summer
"52.26587824487626, 0.21657867849530205",EPN-S0000000H4078,E08 MILTON RD PRIMARY,0H4078,Milton Rd Primary 11kV,15.9,22.1,16.98%,Green (Over 5% headroom),Summer
"52.61730219686586, 1.252076810490312",EPN-S0000000H5002,L31 BOUNDARY PARK PRIMARY,0H5002,Boundary Park Primary 11kV,16.6,22.1,29.52%,Green (Over 5% headroom),Summer
"52.69774760807497, 1.2341004661308672",EPN-S0000000H5006,L10 HORSFORD PRIMARY,0H5006,Horsford Primary 11kV,16.6,22.9,17.47%,Green (Over 5% headroom),Summer
"52.316216069186204, 1.3394975246073835",EPN-S0000000H5007,H20 LAXFIELD PRIMARY,0H5007,Laxfield Primary 11kV,2.2,3.9,-63.64%,Red (More than 5% overloaded),Summer
"52.828775012627375, 1.3837543920862183",EPN-S0000000H5011,L14 NORTH WALSHAM PRIMARY,0H5011,North Walsham Primary 11kV,19.8,21.9,52.51%,Green (Over 5% headroom),Winter
"52.448487626803896, 1.696324191521539",EPN-S0000000H5020,H12 LONG RD PRIMARY,0H5020,Long Rd Primary 11kV,13.2,13.2,-21.21%,Red (More than 5% overloaded),Winter
"52.55329166254961, 1.4339176289306756",EPN-S0000000H5026,H14 ALPINGTON PRIMARY,0H5026,Alpington Primary 11kV,17.3,23.0,41.04%,Green (Over 5% headroom),Summer
"52.641809900483324, 1.6665673248901198",EPN-S0000000H5029,H09 CAISTER PRIMARY,0H5029,Caister Primary 11kV,10.6,14.4,7.55%,Green (Over 5% headroom),Summer
"52.61093448792656, 1.2794125377790753",EPN-S0000000H5037,L21 TUCKSWOOD PRIMARY,0H5037,Tuckswood Primary 11kV,16.6,22.1,49.4%,Green (Over 5% headroom),Summer
"52.48931527055149, 1.7563695634359873",EPN-S0000000H5039,H11 WHAPLOAD RD PRIMARY,0H5039,Whapload Rd Primary 11kV,16.6,22.1,43.37%,Green (Over 5% headroom),Summer
"52.59094931232726, 1.1027446023012761",EPN-S0000000H5040,L26 WYMONDHAM PRIMARY,0H5040,Wymondham Primary 11kV,17.3,22.9,21.97%,Green (Over 5% headroom),Summer
"52.81336888079558, 1.2627983460216283",EPN-S0000000H5041,L01 AYLSHAM PRIMARY,0H5041,Aylsham Primary 11kV,11.0,14.4,34.55%,Green (Over 5% headroom),Summer
"52.236250077893885, 1.3311440386217943",EPN-S0000000H5043,H21 FRAMLINGHAM PRIMARY,0H5043,Framlingham Primary 11kV,7.2,9.6,18.06%,Green (Over 5% headroom),Summer
"52.653159844140816, 1.4667949486237333",EPN-S0000000H5045,L09 HEMBLINGTON PRIMARY,0H5045,Hemblington Primary 11kV,14.6,14.6,30.14%,Green (Over 5% headroom),Winter
"52.638542000839095, 1.244548646472747",EPN-S0000000H5050,L06 EARLHAM WEST PRIMARY,0H5050,Earlham West Primary 11kV,19.8,21.0,29.05%,Green (Over 5% headroom),Winter
"52.64348534381906, 1.3436062735073775",EPN-S0000000H5057,L12 MOUSEHOLD PRIMARY,0H5057,Mousehold Primary 11kV,17.3,23.0,18.5%,Green (Over 5% headroom),Summer
"52.60745702594165, 1.6665881174308266",EPN-S0000000H5067,H02 GT YARMOUTH GRID,0H5067,GT Yarmouth Grid 11kV,34.6,44.9,42.77%,Green (Over 5% headroom),Summer
"52.669115216098, 1.3442783770254136",EPN-S0000000H5070,L17 SPROWSTON PRIMARY,0H5070,Sprowston Primary 11kV,11.0,14.4,30.91%,Green (Over 5% headroom),Summer
"52.67746757530732, 1.6784446609664947",EPN-S0000000H5083,H08 ORMESBY PRIMARY,0H5083,Ormesby Primary 11kV,11.0,14.4,36.36%,Green (Over 5% headroom),Summer
"52.71633151757244, 1.0535966502602032",EPN-S0000000H5085,L34 WESTON LONGVILLE PRIMARY,0H5085,Weston Longville Primary 11kV,11.0,14.4,42.73%,Green (Over 5% headroom),Summer
"52.691256515175226, 0.08768144198400651",EPN-S0000000H6008,C20 LEVERINGTON PRIMARY,0H6008,Leverington Primary 11kV,17.3,23.0,25.65%,Green (Over 5% headroom),Winter
"52.55230397516951, 0.8575178140145442",EPN-S0000000H6011,G17 WATTON PRIMARY,0H6011,Watton Primary 11kV,17.3,22.9,12.14%,Green (Over 5% headroom),Summer
"52.50621244376872, -0.22782995644279355",EPN-S0000000H6017,C13 FARCET PRIMARY,0H6017,Farcet Primary 11kV,16.6,21.9,48.19%,Green (Over 5% headroom),Summer
"52.55107711043077, 0.09052887219416002",EPN-S0000000H6029,C18 MARCH PRIMARY,0H6029,March Primary 11kV,16.6,22.9,-10.84%,Red (More than 5% overloaded),Summer
"52.723550631820565, 0.4723396377734036",EPN-S0000000H6033,G22 FAIRSTEAD PRIMARY,0H6033,Fairstead Primary 11kV,16.6,22.0,20.48%,Green (Over 5% headroom),Summer
"52.61753817082108, 0.16063572644867755",EPN-S0000000H6049,C22 WISBECH RAILWAY PRIMARY,0H6049,Wisbech Railway Primary 11kV,16.6,22.0,2.41%,Yellow (Between 5% overloaded and 5% headroom),Summer
"52.52902310770286, 0.3986051489860329",EPN-S0000000H6066,G48 SOUTHERY PRIMARY,0H6066,Southery Primary 11kV,2.1,3.1,0%,Yellow (Between 5% overloaded and 5% headroom),Summer
"51.58549418952564, 0.16632281499320595",EPN-S0000000H7001,K26 ROMFORD NORTH PRIMARY,0H7001,Romford North Primary 11kV,28.8,36.6,81.15%,Green (Over 5% headroom),Winter
"51.56724262114134, 0.7492074731208885",EPN-S0000000H7005,C60 FLEETHALL LOCAL PRIMARY,0H7005,Fleethall Local Primary 11kV,28.8,36.6,59.72%,Green (Over 5% headroom),Summer
"51.61916363528531, 0.39837275694027835",EPN-S0000000H7008,C31 GOOSEBERRY GRN PRIMARY,0H7008,Gooseberry Grn Primary 11kV,17.0,20.4,44.61%,Green (Over 5% headroom),Winter
"51.48934703617107, 0.28762055827184985",EPN-S0000000H7011,H47 LAKESIDE PRIMARY,0H7011,Lakeside Primary 11kV,22.0,22.0,43.64%,Green (Over 5% headroom),Winter
"51.868561716075426, 0.15275533542439976",EPN-S0000000H7033,F40 NEWTOWN PRIMARY,0H7033,Newtown Primary 11kV,16.6,22.9,33.73%,Green (Over 5% headroom),Summer
"51.56830974214974, 0.6465119816502709",EPN-S0000000H7038,C51 BELLHOUSE LN PRIMARY,0H7038,Bellhouse Ln Primary 11kV,14.4,14.6,15.75%,Green (Over 5% headroom),Winter
"51.787586815311755, 0.013829108426334027",EPN-S0000000H7045,F35 HODDESDON PRIMARY,0H7045,Hoddesdon Primary 11kV,19.2,25.0,47.92%,Green (Over 5% headroom),Summer
"51.564585704261965, 0.2238199768042283",EPN-S0000000H7047,K19 HORNCHURCH LOCAL PRIMARY,0H7047,Hornchurch Local Primary 11kV,28.8,35.5,39.72%,Green (Over 5% headroom),Winter
"51.46150828984059, 0.36593569727036157",EPN-S0000000H7053,H35 SELWYN RD PRIMARY,0H7053,Selwyn Rd Primary 11kV,9.6,12.5,18.75%,Green (Over 5% headroom),Summer
"51.60637897001625, 0.6217806579357957",EPN-S0000000H7054,C42 UPLANDS PK PRIMARY,0H7054,Uplands Pk Primary 11kV,16.6,18.3,6.01%,Green (Over 5% headroom),Winter
"51.63892498089445, -0.04377686387216833",EPN-S0000000H7071,G36 PONDERS END PRIMARY,0H7071,Ponders End Primary 11kV,19.2,20.8,35.1%,Green (Over 5% headroom),Winter
"51.51544287170232, 0.22869813519313026",EPN-S0000000H7072,K28 RAINHAM PRIMARY,0H7072,Rainham Primary 11kV,14.4,18.7,11.76%,Green (Over 5% headroom),Winter
"51.87679382891391, 0.073070443084397",EPN-S0000000H7075,F39 MUCH HADHAM PRIMARY,0H7075,Much Hadham Primary 11kV,9.6,12.5,19.2%,Green (Over 5% headroom),Winter
"51.69056152003771, -0.027837263373624754",EPN-S0000000H7080,G28 THE CROSS,0H7080,The Cross 11kV,28.8,36.7,59.38%,Green (Over 5% headroom),Summer
"51.80689473359763, -0.3595942825741471",EPN-S0000000H7088,J18 CENTRAL HARPENDEN PRI,0H7088,Central Harpenden Primary 11kV,13.8,17.3,4.62%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.583737336339894, -0.07960384833973388",EPN-S0000000H7089,D11 CENTRAL TOTTENHAM PRI,0H7089,Central Tottenham Primary 11kV,,,16.2%,Green (Over 5% headroom),Summer
"51.71844102728045, -0.10114581453848447",EPN-S0000000H7092,G29 CUFFLEY PRIMARY,0H7092,Cuffley Primary 11kV,14.4,18.7,27.08%,Green (Over 5% headroom),Summer
"51.572889473888004, 0.42256492554819647",EPN-S0000000H7094,C27 DURHAM RD PRIMARY,0H7094,Durham Rd Primary 11kV,15.9,22.1,28.93%,Green (Over 5% headroom),Summer
"51.544540136272914, 0.20065833020082793",EPN-S0000000H7095,K15 ELM PARK PRIMARY,0H7095,Elm Park Primary 11kV,16.6,18.3,12.57%,Green (Over 5% headroom),Winter
"51.696681275674685, 0.2588781106481257",EPN-S0000000H7113,K27 ONGAR PRIMARY,0H7113,Ongar Primary 11kV,15.6,18.5,15.14%,Green (Over 5% headroom),Winter
"51.58878397360447, -0.0984382701053228",EPN-S0000000H7119,D08 WEST GRN PRIMARY,0H7119,West Grn Primary 11kV,17.6,25.1,31.25%,Green (Over 5% headroom),Summer
"51.63490145208043, -0.07969951289238943",EPN-S0000000H7140,G26 BURY ST PRIMARY,0H7140,Bury St Primary 11kV,14.4,17.3,28.9%,Green (Over 5% headroom),Winter
"51.69320791579765, 0.022262443544029772",EPN-S0000000H7158,G40 WALTHAM ABBEY PRIMARY,0H7158,Waltham Abbey Primary 11kV,16.6,21.9,10.84%,Green (Over 5% headroom),Summer
"51.69056361582026, -0.5859825649797605",EPN-S0000000H8004,F14 BOIS LN PRIMARY,0H8004,Bois Ln Primary 11kV,14.4,17.3,42.2%,Green (Over 5% headroom),Winter
"51.69816168625254, -0.164561798637523",EPN-S0000000H8008,E55 CENTRAL POTTERS BAR PRI,0H8008,Central Potters Bar Primary 11kV,17.4,19.3,57.51%,Green (Over 5% headroom),Winter
"51.89473939826601, -0.17501583413328875",EPN-S0000000H8010,J15 EAST STEVENAGE PRIMARY,0H8010,East Stevenage Primary 11kV,16.6,22.1,27.71%,Green (Over 5% headroom),Summer
"51.817290478770246, -0.21633814085968373",EPN-S0000000H8016,J23 LYLE PRIMARY,0H8016,Lyle Primary 11kV,14.4,17.3,38.73%,Green (Over 5% headroom),Winter
"51.92319052338581, -0.3640505797372975",EPN-S0000000H8019,A24 STOPSLEY PRIMARY,0H8019,Stopsley 11kV,28.8,38.4,67.71%,Green (Over 5% headroom),Winter
"51.753810128179104, -1.0269173841704347",EPN-S0000000H8021,F33 THAME PRIMARY,0H8021,Thame Primary 11kV,14.4,21.1,20.14%,Green (Over 5% headroom),Summer
"51.839657838868725, -0.9856229315081264",EPN-S0000000H8022,F26 WADDESDON PRIMARY,0H8022,Waddesdon Primary 11kV,9.6,12.5,2.08%,Yellow (Between 5% overloaded and 5% headroom),Summer
"51.76961780554557, -0.5611545164192848",EPN-S0000000H8025,F13 BERKHAMSTED PRIMARY,0H8025,Berkhamsted Primary 11kV,17.3,20.6,25.73%,Green (Over 5% headroom),Winter
"51.858623728063456, -0.40654735490328187",EPN-S0000000H8027,A66 CAPABILITY GREEN PRIMARY,0H8027,Capability Green Primary 11kV,17.3,23.0,61.85%,Green (Over 5% headroom),Summer
"51.5835804619041, -0.36672859232828436",EPN-S0000000H8031,K57 HARROW NORTH GRID,0H8031,Harrow North Grid 11kV,28.8,34.6,27.75%,Green (Over 5% headroom),Winter
"51.7439330476116, -0.4284176365584875",EPN-S0000000H8033,F49 HEMEL EAST PRIMARY,0H8033,Hemel East Primary 11kV,19.6,21.8,58.72%,Green (Over 5% headroom),Winter
"51.65255671202641, -0.07396878156762048",EPN-S0000000H8036,G32 LADYSMITH RD PRIMARY,0H8036,Ladysmith Rd Primary 11kV,13.8,18.7,44.93%,Green (Over 5% headroom),Summer
"51.821565860046256, -0.6538665973689434",EPN-S0000000H8038,A67 PITSTONE PRIMARY,0H8038,Pitstone Primary 11kV,17.3,23.0,78.03%,Green (Over 5% headroom),Summer
"51.866931101464864, -0.3728839385244854",EPN-S0000000H8039,A39 LUTON AIRPORT PRIMARY,0H8039,Luton Airport Primary 11kV,22.9,22.9,33.62%,Green (Over 5% headroom),Winter
"51.619744232468115, -0.18570691689476643",EPN-S0000000H8040,E54 NORTH FINCHLEY PRIMARY,0H8040,North Finchley Primary 11kV,27.4,36.5,37.23%,Green (Over 5% headroom),Summer
"51.56068792983863, -0.36174299456986714",EPN-S0000000H8042,K62 SOUTH HARROW PRIMARY,0H8042,South Harrow Primary 11kV,14.4,18.7,31.94%,Green (Over 5% headroom),Summer
"51.557204928915155, -0.2831645098346811",EPN-S0000000H8045,E78 WEMBLEY PARK PRIMARY,0H8045,Wembley Park 11kV,25.4,25.4,77.56%,Green (Over 5% headroom),Winter
"51.898107744070515, -0.25427915087430575",EPN-S0000000H8061,J59 STEVENAGE PRIMARY,0H8061,Stevenage Primary 11kV,16.6,21.9,36.75%,Green (Over 5% headroom),Summer
"51.89608985800292, -0.5429438451096501",EPN-S0000000H8076,A12 HOUGHTON REGIS PRIMARY,0H8076,Houghton Regis Primary 11kV,28.8,36.6,29.86%,Green (Over 5% headroom),Summer
"51.69877063870989, -0.2826422206774888",EPN-S0000000H8080,J25 SHENLEY PRIMARY,0H8080,Shenley Primary 11kV,16.8,20.4,51.96%,Green (Over 5% headroom),Winter
"51.78701587921793, -0.20774658067077273",EPN-S0000000H8082,J28 WELWYN PRIMARY,0H8082,Welwyn Primary 11kV,16.6,22.0,50.6%,Green (Over 5% headroom),Summer
"51.60543981731643, -0.207038007586918",EPN-S0000000H8090,E36 CHURCH END PRIMARY,0H8090,Church End Primary 11kV,13.8,18.7,20.32%,Green (Over 5% headroom),Winter
"51.58934300443227, -0.17498588835738238",EPN-S0000000H8092,E40 EAST FINCHLEY PRIMARY,0H8092,East Finchley Primary 11kV,19.2,25.0,21.88%,Green (Over 5% headroom),Summer
"51.731901034110585, -0.5012032444560205",EPN-S0000000H8093,F07 FROGMORE PRIMARY,0H8093,Frogmore Primary 11kV,17.3,23.0,27.39%,Green (Over 5% headroom),Winter
"51.780099221288246, -0.245126849804521",EPN-S0000000H8104,J60 TUNNEL PRIMARY,0H8104,Tunnel Primary 11kV,34.6,38.4,38.15%,Green (Over 5% headroom),Summer
"52.01926485233557, -0.23821822859986808",EPN-S0000000H8106,J10 WEST LETCHWORTH PRIMARY,0H8106,West Letchworth Primary 11kV,16.6,21.9,30.12%,Green (Over 5% headroom),Summer
"51.550262199581326, -0.3005033146361688",EPN-S0000000H8113,E60 CENTRAL WEMBLEY PRIMARY,0H8113,Central Wembley Primary 11kV,21.6,28.8,59.72%,Green (Over 5% headroom),Summer
"51.62695857339239, -0.14948267020969241",EPN-S0000000H8114,E39 EAST BARNET PRIMARY,0H8114,East Barnet Primary 11kV,9.2,12.5,0%,Yellow (Between 5% overloaded and 5% headroom),Summer
"51.94150144524415, -0.191417323354674",EPN-S0000000H8126,J14 NORTH STEVENAGE PRIMARY,0H8126,North Stevenage Primary 11kV,18.2,22.9,47.16%,Green (Over 5% headroom),Winter
"51.656843538902116, -0.611830513437795",EPN-S0000000H8128,F12 AMERSHAM PRIMARY,0H8128,Amersham Primary 11kV,20.9,20.9,32.06%,Green (Over 5% headroom),Winter
"51.80566312882157, -0.1787486473356071",EPN-S0000000H8129,J29 CENTRAL WELWYN PRIMARY,0H8129,Central Welwyn Primary 11kV,28.8,37.4,31.02%,Green (Over 5% headroom),Winter
"51.8747399529582, -0.544293850930334",EPN-S0000000H8131,A26 DUNSTABLE PRIMARY,0H8131,Dunstable Primary 11kV,17.3,22.9,20.23%,Green (Over 5% headroom),Summer
"51.80698952293887, -0.8071299203098987",EPN-S0000000H8134,F23 EXCHANGE ST PRIMARY,0H8134,Exchange St Primary 11kV,41.5,43.6,23.85%,Green (Over 5% headroom),Winter
"51.584078416830394, -0.32615141569333495",EPN-S0000000H8136,K61 GREENHILL PRIMARY,0H8136,Greenhill Primary 11kV,13.8,18.7,26.81%,Green (Over 5% headroom),Summer
"51.6762539680694, -0.4411227911082497",EPN-S0000000H8137,K42 GROVE MILL PRIMARY,0H8137,Grove Mill Primary 11kV,14.4,14.4,18.75%,Green (Over 5% headroom),Winter
"51.5828216749856, -0.2771832532701788",EPN-S0000000H8141,E50 KINGSBURY PRIMARY,0H8141,Kingsbury Primary 11kV,15.4,20.2,53.25%,Green (Over 5% headroom),Summer
"51.549060887618886, -0.4023750510251765",EPN-S0000000H8147,K53 SOUTH RUISLIP PRIMARY,0H8147,South Ruislip Primary 11kV,17.3,21.3,83.82%,Green (Over 5% headroom),Summer
"51.89395336920103, -0.20497694827080065",EPN-S0000000H8148,J16 SOUTH STEVENAGE PRIMARY,0H8148,South Stevenage Primary 11kV,17.3,23.0,29.48%,Green (Over 5% headroom),Summer
"51.5611268754724, -0.3298216997272802",EPN-S0000000H8149,E58 SUDBURY COURT PRIMARY,0H8149,Sudbury Court Primary 11kV,14.4,18.7,34.72%,Green (Over 5% headroom),Summer
"51.98815547989436, -0.5144809865285707",EPN-S0000000H8150,A69 WESTONING PRIMARY,0H8150,Westoning Primary 11kV,17.3,23.0,40.87%,Green (Over 5% headroom),Winter
"51.675681193308456, -0.3134994655463318",EPN-S0000000H8155,E71 RADLETT PRIMARY,0H8155,Elstree Primary 11kV,27.6,37.4,44.65%,Green (Over 5% headroom),Winter
"51.7049961427101, -0.6940088444464888",EPN-S0000000H8157,F15 GT MISSENDEN PRIMARY,0H8157,Gt Missenden Primary 11kV,14.6,14.6,30.82%,Green (Over 5% headroom),Winter
"51.62053838060315, -0.27475309991803515",EPN-S0000000H8163,E51 MANNS RD PRIMARY,0H8163,Manns Rd Primary 11kV,14.4,18.7,25.13%,Green (Over 5% headroom),Winter
"51.58054880150816, -0.13908616182254877",EPN-S0000000J7143,D06 CROUCH END PRIMARY,0J7143,Crouch End Primary 6.6kV,28.8,37.4,80.21%,Green (Over 5% headroom),Winter
"51.63346029656218, -0.49891878727217914",EPN-S0000000N8078,K41 RICKMANSWORTH GRID,0N8078,Rickmansworth Grid 11kV,19.2,25.0,6.77%,Green (Over 5% headroom),Summer
"51.50839020595245, -0.24557479515462213",LPN-S000000000109,BULWER ST 11KV,BULS,Bulwer St 11kV,42.8,55.2,29.91%,Green (Over 5% headroom),Summer
"51.4898177332627, -0.17973150286961329",LPN-S000000000174,OLD BROMPTON RD B 11KV,OBRB,Old Brompton Rd B 11kV,148.1,152.8,44.9%,Green (Over 5% headroom),Winter
"51.5022065124312, -0.19843023397795612",LPN-S000000000193,VICTORIA GDNS 6.6KV,VICT,Victoria Gdns 6.6kV,32.4,38.3,24.8%,Green (Over 5% headroom),Winter
"51.522167882381204, -0.11408910396480335",LPN-S000000000201,BACK HILL A 11KV,BACA,Back Hill A 11kV,42.8,54.9,31.54%,Green (Over 5% headroom),Summer
"51.53900096653855, -0.14777100158070208",LPN-S000000000238,ST PANCRAS B,GEOR,Georgiana St 11kV,140.2,146.3,57.99%,Green (Over 5% headroom),Summer
"51.53354965512659, -0.13402612039990888",LPN-S000000000238,ST PANCRAS A,GEOR,Georgiana St 11kV,140.2,146.3,57.99%,Green (Over 5% headroom),Summer
"51.51101508041888, -0.1536994043382511",LPN-S000000000328,DUKE ST B 11KV,DUST,Duke St B 11kV,138.7,143.3,38%,Green (Over 5% headroom),Summer
